"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,"Link clicks",Navigation,"Profile visits",Follows,"Sticker taps"
17864538705287930,17841401475580469,nicki.entenmann,"Nicki Entenmann","G morning to 
everyone 
but an 
April snow 😵‍💫😮‍💨",0,"04/02/2025 10:22",,"IG story",,Lifetime,12295,11833,38,0,6,,12326,15,,
18025524338458053,17841401475580469,nicki.entenmann,"Nicki Entenmann","Remember last 
year when 
my kids wanted a pen pal? 

Paisley and her pal still write to each other a year later 
and my inner child is beaming🥹",0,"04/01/2025 17:37",,"IG story",,Lifetime,12676,12066,118,0,7,,12052,26,,
18036246068286541,17841401475580469,nicki.entenmann,"Nicki Entenmann","My 
Beef
Curtains
Could
Never",0,"04/01/2025 12:22",,"IG story",,Lifetime,9932,9495,21,11,35,,10421,10,,
18077576785703538,17841401475580469,nicki.entenmann,"Nicki Entenmann","My team is amazingggggg-and they’re expanding and taking a few additional clients. 

This is really niche but if you’re looking for someone:team to help with your affiliate business-drop your email jeee",60,"04/01/2025 12:16",,"IG story",,Lifetime,10056,9528,44,0,7,,10197,10,,
17942776370971195,17841401475580469,nicki.entenmann,"Nicki Entenmann","6 pack for $9
70k+ reviews 
V basic but great price",28,"04/01/2025 11:51",,"IG story",,Lifetime,10111,9623,14,0,1,114,10598,1,,
18026521478415086,17841401475580469,nicki.entenmann,"Nicki Entenmann","These are what I sleep in!
TTS
This is a true full booty
Thick double lined waistband",46,"04/01/2025 11:51",,"IG story",,Lifetime,10382,9710,20,1,4,317,10716,3,1,
18057366686121523,17841401475580469,nicki.entenmann,"Nicki Entenmann","Still breathable 
but a touch thicker 
Sweat wicking
Double lined in kitty area",50,"04/01/2025 11:51",,"IG story",,Lifetime,10703,9726,20,3,4,659,10747,4,,
17845123671433365,17841401475580469,nicki.entenmann,"Nicki Entenmann","9 pack for $21
Great for more booty coverage 
V cut 
Silky and seamless 
10/10",52,"04/01/2025 11:51",,"IG story",,Lifetime,10393,9598,11,0,4,206,10678,2,,
18052532839988527,17841401475580469,nicki.entenmann,"Nicki Entenmann","These are my personal favorite 
It’s giving Skims
High waist, thick waste band, seamless 
Perfect for everyday",60,"04/01/2025 11:51",,"IG story",,Lifetime,10656,9637,40,2,14,822,10471,2,,
18056989156906559,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"04/01/2025 11:39",,"IG story",,Lifetime,10150,9594,59,33,16,,10520,6,,
17960566664866010,17841401475580469,nicki.entenmann,"Nicki Entenmann","Work smarter, not harder",53,"04/01/2025 11:27",,"IG story",,Lifetime,10806,10267,41,4,14,205,10262,8,,
17954832710923344,17841401475580469,nicki.entenmann,"Nicki Entenmann",,59,"04/01/2025 11:23",,"IG story",,Lifetime,11029,10475,42,0,10,,10348,7,,
