"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
17872319148179862,17841401475580469,nicki.entenmann,"Nicki Entenmann","@nicki.entenmann back with our favorite series from 2024: rating and reviewing leggings: all brands and price points! Comment “link” and I’ll send. 

Today we are doing the #1 best seller from Amazon! I’m in M and think they fit well, great compression, a bunch of colors and nice thick waist band! I do think for the price point/they’re worth it! Lululemon on Amazon budget! $30 

Amazon leggings | leggings | mom fit | mom style | Amazon workout 

Comment “link” and I’ll send you the direct Amazon link!",52,"01/14/2025 10:12",https://www.instagram.com/reel/DE0LMk0SdMa/,"IG reel",,Lifetime,46343,32367,699,25,11,1346,118
17868046032289317,17841401475580469,nicki.entenmann,"Nicki Entenmann","New year, new gear! 🌟 

Dive into 2025 with confidence and style with the latest high-performance workout sets from Fabletics. Whether you’re crushing a high-intensity workout or transitioning to street style their new Powerhold and Seamless collections have got you covered with fresh styles and vibrant colors. 🏋️‍♀️🧘‍♀️ 

I’ve personally seen the difference quality activewear makes, from strength workouts to cardio—it’s about feeling good as you meet those milestones!

Ready to up your game? Comment “link” to shop my favorite picks and unlock an incredible 80% off when you sign up as a VIP! Let’s make this year about bold moves and big goals! 💪
 M in everything 

#fableticsambassador @fabletics",55,"01/15/2025 08:56",https://www.instagram.com/reel/DE2osisRqg8/,"IG reel",,Lifetime,16979,13549,274,7,4,63,8
18070584262702021,17841401475580469,nicki.entenmann,"Nicki Entenmann","The difference in who you are and who you wanna become, is what you do. 

Consistency. Patience. Discipline. Hard work. Those will ALWAYS win. 

Comment “link” to join me in my 2025 fat loss journey ! Next round starts Monday! 

No-I don’t hate my body, I hate how I felt and how my clothes fit. I love myself, my growth, and my focus in a sickening diet culture world. I was gaslighting myself in thinking I had to stay the same, because it was relatable. You are allowed to grow, change and become who you want and the right people will relate! 

I gained 17 lbs in 23-24 (mostly fat lbs). Every lb gained is because of me and my actions (or lack there of). Not my hormones, my kids, my travels, my tiredness, -everything falls on my shoulders. I had a come to Jesus moment last week and finally looked myself dead in the eye and said. “You are the only one who can take control of your life”. And that’s exactly what I’m doing. 

2025 in your comeback year/let’s go",20,"01/15/2025 16:05",https://www.instagram.com/reel/DE3Z3rVAdtV/,"IG reel",,Lifetime,94310,62107,2799,191,7,103,156
17887877481087229,17841401475580469,nicki.entenmann,"Nicki Entenmann","#ad Need a quick and satisfying treat that keeps you on track with your fitness goals? Try this Vanilla Protein Mug Cake, ready in just minutes!  

I used my @optimumnutrition Gold Standard Whey, which I bought at Target! With 24g of high-quality protein and BCAAs, it’s the perfect quick protein powder to help support your goals this new year!   

Grab the recipe below and Gold Standard Whey and enjoy a delicious, protein-packed dessert tonight!

Recipe:
• Ingredients:
• 1 scoop Optimum Nutrition
Vanilla Protein Powder
• 2 tablespoons flour
• ¼ teaspoon baking powder
• ¼ teaspoon cinnamon
• 1 egg
• 2 tablespoons milk
• ½ teaspoon vanilla extract

Instructions:
1 In a microwave-safe mug, whisk together the dry ingredients: protein powder, flour, baking powder, and cinnamon.
2 Stir in the egg, milk, and vanilla extract until the batter is smooth and well combined.
3 Microwave on high for 60
seconds. The cake should rise and be firm to the touch but not dry.
4 Allow the mug cake to cool slightly, then top with a drizzle of maple syrup, a dollop of whipped cream, or a sprinkle of cinnamon!

 #targetpartner #ad #goldstandardwhey #target #optimumnutrition #optimumnutritionpartner 

Macros: Approximately 280 kcal, Protein: 24 grams, ��Carbohydrates: 10 grams, ��Fats: 8 grams, ��Fiber: 1 gram

*when taken over time with regular resistance training
 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/52UZy #ltkactive #ltkfindsunder50 #ltkfitness",22,"01/16/2025 07:39",https://www.instagram.com/reel/DE5E2zvghAV/,"IG reel",,Lifetime,29939,21222,554,62,0,472,326
18046751165273660,17841401475580469,nicki.entenmann,"Nicki Entenmann","This trend with your kids > 

It’s the opera high note for me 🫖🫖🫖🫖🫖 share with your bestie! 

Follow for more mom humor, realistic lifestyle, mom life",37,"01/16/2025 16:17",https://www.instagram.com/reel/DE6ACNlgwSB/,"IG reel",,Lifetime,56907,38297,1666,70,2,70,78
18017866331460783,17841401475580469,nicki.entenmann,"Nicki Entenmann","🌟comment “link” and I’ll send you all these and more! 30% off currently! 

I was actually very impressed with their tops and bras! Very Lululemon vibes for under $30! Some of the leggings were amazing. Other meh but definitely worth trying for your body! 

I’m wearing size M in leggings and tops, and size L in sports bras—perfect for every move I make.

Follow for more realistic athleisure hauls, workout outfits, mom workouts, leggings, joggers, target fiends 

#TargetStyle #ActiveWearSale #FindYourFit #LTKfit 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/532qd #ltkfitness #ltkactive #ltksalealert #ltksalealert #ltkactive #ltkfitness",61,"01/17/2025 09:53",https://www.instagram.com/reel/DE741uCRNBW/,"IG reel",,Lifetime,62658,38956,858,20,2,204,42
17965822685715612,17841401475580469,nicki.entenmann,"Nicki Entenmann","Save for your next 🍑 day 👌 packing this leg day with a punch! Tell me your favorite booty move in comments and I’m sending 20 of you coffee on me! 

Circuit 1:
200M Skierg
10 rep leg press 
8 rep deficit squat 
10 rep RDL
Repeat 3x 

Circuit 2:
10 rep each leg: Single leg bent over Bulgarian 
 10 reps GHB
10 reps each leg; kickbacks 
Repeat 3x 

1000M ski sprint -1x- try for under 5 mins

If local, I go to @calebfitco at @paragonathleticcenter 

Follow for more workouts, athleisure, mom life, training, lifting",35,"01/18/2025 07:47",https://www.instagram.com/reel/DE-PR7sA3HJ/,"IG reel",,Lifetime,40984,28867,485,9,4,187,49
18052657457009090,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for all these workout fits! 

Hi 👋🏻 I’m Nicki. A size 6/8, athletic build , working mom of 3, who hated her thighs most her life. I finally LOVE, embrace, and share how to dress them with confidence! 

sarcasm is my middle name, we’re here for a good time, good laugh and good causal outfit 🫶🏻 (one you’ll actually wear 🤌🏼) 
Follow for more realistic mom fits! 

All sizes and shapes welcome-must have a stellar personality tho 😜

Size M in tops
Size M or 6 in bottoms 

Follow @nicki.entenmann for more athleisure, workout, leggings, jumpsuit, size 8, thigh and booty fashion 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/538VX #ltkfitness #ltkactive #ltksalealert",15,"01/19/2025 06:55",https://www.instagram.com/reel/DFAuJA4xmOt/,"IG reel",,Lifetime,28184,21346,667,9,12,630,21
17955939824884522,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” to join me in my 2025 fat loss journey and know how I did it ! Next round starts Monday! 

The difference in who you are and who you wanna become, is what you do. 

Consistency. Patience. Discipline. Hard work. Those will ALWAYS win. 

No-I don’t hate my body, I hate how I felt and how my clothes fit. I love myself, my growth, and my focus in a sickening diet culture world. I was gaslighting myself in thinking I had to stay the same, because it was relatable. You are allowed to grow, change and become who you want and the right people will relate! 

I gained 17 lbs in 23-24 (mostly fat lbs). Every lb gained is because of me and my actions (or lack there of). Not my hormones, my kids, my travels, my tiredness, -everything falls on my shoulders. I had a come to Jesus moment last week and finally looked myself dead in the eye and said. “You are the only one who can take control of your life”. And that’s exactly what I’m doing. 

2025 in your comeback year/let’s go",11,"01/19/2025 14:09",https://www.instagram.com/reel/DFBfzuFybVp/,"IG reel",,Lifetime,65497,41444,965,18,18,106,48
18054405499846421,17841401475580469,nicki.entenmann,"Nicki Entenmann","@nicki.entenmann in the most unbothered era in my life 💅

 Read Let Them by @melrobbins  this month and it’s reminded me how short life is, to choose people who choose you, be cringe, peoples opinions don’t pay your bills and they’re definitely don’t define your worth 💅

Follow if you agree!",8,"01/20/2025 07:51",https://www.instagram.com/reel/DFDZbPNAC_e/,"IG reel",,Lifetime,520482,370367,20874,6273,334,224,2522
18479900053044845,17841401475580469,nicki.entenmann,"Nicki Entenmann","👙One of my new favorite suits is on sale at Abercrombie! Love the fit and style of this bikini! May be taking this one on vacay next week! ☀️ 

Medium bottom Medium in tops/curve love 
M in cover ups and dress

Abercrombie sale, vacation vibes, vacay, swimsuits, swim wear, Mexico, swim, coverup, Vegas, tropical 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/53kGp #ltksalealert #ltkswim #ltktravel #ltksalealert #ltkswim #ltkfindsunder100",59,"01/20/2025 14:47",https://www.instagram.com/reel/DFEI4MOglSc/,"IG reel",,Lifetime,105498,65744,1290,50,11,172,94
18088646215546882,17841401475580469,nicki.entenmann,"Nicki Entenmann","Love these Vuori leggings!! They are compressing, breathable, great thick waistband with draw string to keep it nice and high, sculpt booty , love the thicker jogger bottom and comes in great colors 

I’m in size M 

Follow for more workout, casual fits, mom life, leggings, joggers, 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/53pQ5 #ltkfitness #ltkactive #ltksalealert",47,"01/21/2025 11:23",https://www.instagram.com/reel/DFGWU0xyYX6/,"IG reel",,Lifetime,52806,33374,562,27,21,99,58
18065908846885166,17841401475580469,nicki.entenmann,"Nicki Entenmann","Let’s go to Mexico for Ty’s 40th bday!! 

Comment “link” for my outfits, skincare and snacks! 
Night outs, pickleball, workouts, beach days and lounge sets! 

Follow @nicki.entenmann for more casual simple fits!",30,"01/22/2025 13:13",https://www.instagram.com/reel/DFJHx6ISChl/,"IG reel",,Lifetime,55522,34413,736,8,3,314,28
17852716125384955,17841401475580469,nicki.entenmann,"Nicki Entenmann","Obsessed with my favorite human. Last day in his 30s 🫶🏻🎉4️⃣0️⃣",7,"01/24/2025 16:39",https://www.instagram.com/reel/DFOo9xzg4V5/,"IG reel",,Lifetime,69118,33551,1020,6,0,21,12
17953664288867338,17841401475580469,nicki.entenmann,"Nicki Entenmann","4️⃣0️⃣🎉🥳😘HBD 

To my very best friend on the planet: the absolute best husband, amazing dad, incredible friend. A man of honesty, integrity, hard work and love. God blessed me beyond belief when he gave me you. Happy 40th babe",9,"01/25/2025 06:57",https://www.instagram.com/reel/DFQLIyOgXiY/,"IG reel",,Lifetime,78875,43405,2379,126,5,33,74
18385587781110884,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment LINK for all my Mexico fits ! 

To my FORTY silver fox 🫶🏻🎉 you’re worth celebrating everyday-a man of integrity, hard work, honesty (sometimes too honest 🤪) a role model to our babies and I thank God everyday you chose me to spend your life with. Such a fun weekend with our best friends 🇲🇽🫶🏻 HBD babe

Fun in Mexico for Ty’s bday! Outfit roundup here!!
M in swimsuits 
M curve love in light blue suit 
M in 2 piece set
M in coverup 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/53Vzn #ltkswim #ltkfindsunder100 #ltksalealert",0,"01/26/2025 10:50",https://www.instagram.com/p/DFTKo6Lykfy/,"IG carousel",,Lifetime,140489,91826,3562,8,5,120,29
17931175638005267,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hi 👋🏻 I’m Nicki. A size 6/8, athletic build , working mom of 3, who hated her thighs most her life. I finally LOVE, embrace, and share how to dress them with confidence! 

sarcasm is my middle name, we’re here for a good time, good laugh and good causal outfit 🫶🏻 (one you’ll actually wear 🤌🏼) 
Follow for more realistic mom fits! 

All sizes and shapes welcome-must have a stellar personality tho 😜

Size M in tops
Size M or 6 in bottoms 

Follow @nicki.entenmann for more athleisure, workout, leggings, jumpsuit, size 8, thigh and booty fashion 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/538VX #ltkfitness #ltkactive #ltksalealert",5,"01/27/2025 10:46",https://www.instagram.com/reel/DFVu-LqSfeO/,"IG reel",,Lifetime,97161,56783,733,12,44,20,26
18105358255474563,17841401475580469,nicki.entenmann,"Nicki Entenmann","Like if you choose margs > 6 pack 😂

Follow @nicki.entenmann for more gym humor, mom life, athleisure, healthy ish life",6,"01/28/2025 10:11",https://www.instagram.com/reel/DFYPuKWRxst/,"IG reel",,Lifetime,94602,61083,1993,640,6,23,40
18343790911197977,17841401475580469,nicki.entenmann,"Nicki Entenmann","Full body workout and hyrox training. Hoping to inspire others to get out and get in the best shape of their lives!!! Follow for more workouts and save this one to try! 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/547Zv #ltkactive #ltkswim #ltkfindsunder100 

Full body/shoulder and back focus 

500M ski erg
500M row 

Circuit 1: 3x
Arnold press- 10
Deficit single leg step back and front shouflrr Raise- 10
Glider curtesy and shoulder raise -10

Circuits 2: 3x
Bird dog (5 sec hold, drop, 4 second hold, 3 etc) 5 each arm 
RDL and low row/ 8 reps
Squat to single arm row -8 reps each side 

1000m ski erg
broken into 200m sprints: (45 seconds in between each sprint) 

Splits:
45 secs
48.5
47.9
49.7
47.3",52,"01/28/2025 15:43",https://www.instagram.com/reel/DFY1mLtgJxj/,"IG reel",,Lifetime,44961,29945,592,3,6,35,17
18103368001485503,17841401475580469,nicki.entenmann,"Nicki Entenmann","Rotten fruit will always fall on its own. Let them judge you, let them talk crap, let them cringe when you post on social media. 

Let ME do what makes ME happy, let me support those who support me, let me build my dream life. 

Double tap and follow if you agree 🫶🏻",6,"01/29/2025 06:46",https://www.instagram.com/reel/DFac0WYAgJQ/,"IG reel",,Lifetime,90543,52989,3096,409,13,63,215
18049545635170762,17841401475580469,nicki.entenmann,"Nicki Entenmann","(Not so) gentle reminder that no one is coming to save you.

You dont look like your goals. You look like your habits.

Everyone has goals- they are meaningless without action- your body doesnt care what you want, your body cares what you do. Your results dont reflect your dreams, they reflect your discipline.

Stop complaining about the body you dont have for the work you didnt do.  Follow for more real fitness inspo",9,"01/29/2025 16:12",https://www.instagram.com/reel/DFbdxD8g547/,"IG reel",,Lifetime,35740,23598,1238,40,6,44,92
18045777044241374,17841401475580469,nicki.entenmann,"Nicki Entenmann","The way I’ve been eating protein lately, I know it’s coming 😂

#gymhumor #gymlife #momlife #mom",8,"01/30/2025 08:59",https://www.instagram.com/reel/DFdRGAjxORR/,"IG reel",,Lifetime,482610,372799,9928,12332,147,221,631
17917520601050470,17841401475580469,nicki.entenmann,"Nicki Entenmann","Hey, it costs $0 to be a good friend!!! Done sugar coating it- I don’t care if you’re a creator or have a private account. It’s 2025-your friends see your posts, stories, you hustlin. They are full of shit if they “didn’t see it cuz I’m so busy”. 

Engagement and interaction is everything when people are putting themselves out there online. Stop being a d🍆ck and support your friends. Periot.",21,"01/31/2025 07:12",https://www.instagram.com/reel/DFfpj06ASDc/,"IG reel",,Lifetime,1052571,792401,47711,11346,1146,2228,7538
18259059073272196,17841401475580469,nicki.entenmann,"Nicki Entenmann","🚨Athleta Sale!! Comment “link” for links to sale, but hurry cuz it ends tonight! 
One of my FAVORITES! Legging and mock neck top for the colder weather, yes please! Grab it all at 30 % off! This is going to be on repeat for me! 

Small in leggings, small in joggers,
medium in top! Pants run big so size down 1! 

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/54oMx #ltkfindsunder100 #ltkfitness #ltkactive #ltksalealert #ltkfitness #ltkfindsunder50 #ltkfindsunder100 #ltkfitness #ltkactive",37,"01/31/2025 11:29",https://www.instagram.com/reel/DFgHBExSoJM/,"IG reel",,Lifetime,42884,30354,512,13,6,199,13
18152589724352814,17841401475580469,nicki.entenmann,"Nicki Entenmann","Share if this is the perfect start to a weekend 💅 

Follow if you’re a millennial mom 

Mom humor, mom life, parenting,",8,"02/01/2025 07:49",https://www.instagram.com/reel/DFiSptlgXKK/,"IG reel",,Lifetime,270041,205969,10118,4756,89,112,607
18038725742140023,17841401475580469,nicki.entenmann,"Nicki Entenmann","Imagine where you could be a year from now. Comment “link” for my fat loss round starting Feb 10!! 

What if you stopped taking short cuts and stopped the short term fixes? …If you decided to dedicated yourself to YOU for an entire year? Imagine waking up in 2026 being proud of what you accomplished and never have to make a weight loss resolution again. 

Being fit is the ultimate sign of discipline. No one can go to the gym for you, no one can eat healthy for you, no one can do the work for you. 

99% of you are not the exception to the rule. Whatever excuse you tell yourself to remove accountability from your crappy eating, lack of consistency and patience, and poor choices are only going to leave you in the same spot you are now. 

Nothing changes if nothing changes. This won’t be a new year for you if you don’t make change, it’ll just be another year. So if you’re sick of starting over, stop stopping. 

If you need the big sister energy for this year-I’m your girl! Comment link now!",7,"02/02/2025 07:31",https://www.instagram.com/reel/DFk1bowxCXY/,"IG reel",,Lifetime,80401,40684,950,19,9,110,49
18075381835680341,17841401475580469,nicki.entenmann,"Nicki Entenmann","The daughters raised on 90s diet get it!!!! Breaking generational dieting and having food freedom  for this community is a huge focus of mine!! 

Comment “link” for a free meal plan (delicious and easy recipes) and all my favorite kitchen prep tools!

Share with your bestie",6,"02/03/2025 08:24",https://www.instagram.com/reel/DFngN-uA2kM/,"IG reel",,Lifetime,169380,105959,2528,363,26,175,52
17888389053091223,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for this week’s Amazon athleisure picks!! Leggings are meh but everything else I loved!! Tons of free people movement on Amazon budget 

Follow for more realistic athleisure wear, healthyish tips, workout ideas, and mom 
humor! #amazon #amazonathleisure #amazonworkoutwear #size8 #size6",57,"02/03/2025 12:37",https://www.instagram.com/reel/DFn9M9Gy1Rj/,"IG reel",,Lifetime,28409,20811,614,9,15,427,57
18032030291531966,17841401475580469,nicki.entenmann,"Nicki Entenmann","A girl can dream about her felony charges 
😂🍑🚔👮🚨

Comment “link” for this outfit, a free 5 day meal plan and a link to my next fat loss round so we can build that dump truck together!! 

Follow @nicki.entenmann for more healthyish, humor and casual fashion!",15,"02/04/2025 09:03",https://www.instagram.com/reel/DFqJiv-xI-R/,"IG reel",,Lifetime,91494,63373,1942,343,4,115,51
17844495792412047,17841401475580469,nicki.entenmann,"Nicki Entenmann","Follow and like if you’re in your unbothered era 💅 if you don’t know me in 2025, you don know me. 

the weight lifted now that I truly focus on my own health and happiness regardless of what anyone thinks or says is the most free experience! Show up, be messy, let them talk shit and show up unapologetically you 

This is going to be on REPEAT for me and I know you are going to love it. The color is GORGEOUS and the fit is 💯. Lululemon really upped the color way vibe this season! Cozy, soft and hugging me in all the right places 💙

Medium in top
Size 6 leggings

Comment LINK below to receive a DM with the link to shop this post on my LTK ⬇ https://liketk.it/54Rpy #ltkstyletip #ltkactive #ltkfitness",25,"02/05/2025 10:41",https://www.instagram.com/reel/DFs5gZUyStg/,"IG reel",,Lifetime,100695,81321,2113,128,166,76,130
18003500363546854,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for my favorite supplements for training and this workout fit ! 
Your girl is back at it and hitting the cardio hard!! 

Full body workout: 
1000M row 

Circle 1:3x
Swing press 
Curtsy lunge 
250 M skierg under 1 min 

Circuit 2: 3x
Lateral lunge and pull 
Squat to front row 
200M farmer carry : 35 lbs each hand 

200M sled pull: 225 lbs 

Gym: @paragonathleticcenter 
Trainer: @calebfitco 

#gymtok #momswhotiktok #momswhoworkout #momlife #hyroxtraining #hydox",63,"02/05/2025 16:44",https://www.instagram.com/reel/DFti-q0ASv2/,"IG reel",,Lifetime,51648,41697,512,1,10,76,19
18037604963154135,17841401475580469,nicki.entenmann,"Nicki Entenmann","Comment “link” for all my favorite picks-selling fast!! 

RUN!! 🚨Abercrombie Denim is on sale!! Abercrombie jeans have been a staple in my closet FOREVER and whenever AF has their DENIM sale I grab more! The quality fit is 💯. Their jeans hug the booty, have different lengths and washes to choose from and I can’t say enough good things! 

30% off all denim and 20% off everything else! Use code DENIMAF for an extra 15% off!

Abercrombie, denim sale, barrel jeans, casual fit, jeans, mom fit, high rise mom jeans, 90’s relaxed, ankle fit

Love Abercrombie denim! Quality is great, different style and denim, lengths for everyone, curve love for those of us with thighs and a booty! Everything on sale currently and massive denim sale! 

#ltkstyletip #ltkfindsunder100 #ltksalealert
#ltkfindsunder100 #ltksalealert",42,"02/06/2025 06:35",https://www.instagram.com/reel/DFvB8grAIQ3/,"IG reel",,Lifetime,45146,36030,386,47,8,176,21
17971624226698729,17841401475580469,nicki.entenmann,"Nicki Entenmann","And they say Chivalry is dead 😂💅 

Double tap and follow @nicki.entenmann if this is your kind of romantic letter 

Mom humor, marriage humor, mom life, valentine day",15,"02/06/2025 16:40",https://www.instagram.com/reel/DFwHX0Ygs_i/,"IG reel",,Lifetime,1063962,696806,22430,25287,944,229,2266
